,like,reply,retweet,time,username,text,status,tweet_link,clean,prediction
2541,0,0,0,2023-06-28 07:07:14,@wuthenbi,Semangatt jaga prj lagi tudey,1673845476683288576,https://twitter.com/@wuthenbi/status/1673845476683288576,semangat jaga prj lagi tudey,0
2542,0,1,0,2023-06-28 07:05:54,@solatypes,"Yg mau ke prj saran gua masuk dari gate 9 sih kemarin masuknya ga antri samsek, asal beli tiket online aja",1673845139956207616,https://twitter.com/@solatypes/status/1673845139956207616,yang mau ke prj saran aku masuk dari gate sih kemarin masuk enggak antri sama sekali asal beli tiket onlen saja,1
2543,1,0,0,2023-06-28 06:33:21,@sugestiwulanda3,Pengen ke PRJ hari jumat tp ga ada temen Temen pd punya agenda masing2.  Brgkt sndri ga tahu jalan dan takut nyasar terlalu jauh ...wkwkwk Anyone join?,1673836949235466240,https://twitter.com/@sugestiwulanda3/status/1673836949235466240,pengin ke prj hari jumat tapi enggak ada teman teman pada punya agenda masing brgkt sendiri enggak tahu jalan dan takut sesat terlalu jauh wkwkwk anyone join,0
2544,0,0,0,2023-06-28 06:16:37,@cerezacoups,Gw masi kepikiran kemayoran bisa macet krn prj doang   seumur2 lewat situuu selalu ngebut bgtt dan gk prnh macett,1673832735058825216,https://twitter.com/@cerezacoups/status/1673832735058825216,gue masih pikir mayor bisa macet karena prj doang umur lewat situ selalu ngebut banget dan enggak pernah macett,1
2545,0,0,0,2023-06-28 05:35:47,@Ariens_12,Permisiii yg dom ny jakarta ada yang mau ke PRJ ngga?,1673822459651563520,https://twitter.com/@Ariens_12/status/1673822459651563520,permisi yang domisili nya jakarta ada yang mau ke prj enggak,1
2546,0,0,0,2023-06-28 05:23:18,·,Pengen ke prj juga,1673819320546361344,https://twitter.com/·/status/1673819320546361344,pengin ke prj juga,0
2547,0,0,0,2023-06-28 04:35:34,@depressedwLA,"Baiklah, karena kita perempuan tangguh, strong, dan mandiri kita ke prj sendiri aja",1673807306021298177,https://twitter.com/@depressedwLA/status/1673807306021298177,baik karena kita perempuan tangguh strong dan mandiri kita ke prj sendiri saja,0
2548,0,0,0,2023-06-28 04:25:34,@arsgw_dice,"Gue mau cari kenalan gw ajakin jalan bareng di prj, gapeduli cowo cewe  Tp gmn ya v: Gw buka akun tinder? Bumble? Apalah woyy",1673804788428054528,https://twitter.com/@arsgw_dice/status/1673804788428054528,aku mau cari kenal gue ajak jalan bareng di prj gapeduli cowok cewek tapi bagaimana iya gue buka akun tinder bumble apa woyy,1
2549,0,0,0,2023-06-28 04:13:57,@bcsimstr,ke prj sendiri gas ga ya?,1673801867837714432,https://twitter.com/@bcsimstr/status/1673801867837714432,ke prj sendiri gas enggak iya,1
2550,0,1,0,2023-06-28 03:44:27,@telurkodokijo,"Efek kopi ""KUPON"" Tubruk Gajah  PRJ memang mantap",1673794444716539904,https://twitter.com/@telurkodokijo/status/1673794444716539904,efek kopi kupon tubruk gajah prj memang mantap,0
2551,0,0,0,2023-06-28 02:47:48,@keann_aa,ke prj hari senin 26 juni beeeeeeeegggghhhhh jedag jedug nabrak orang,1673780188180783104,https://twitter.com/@keann_aa/status/1673780188180783104,ke prj hari senin juni begh jedag jedug nabrak orang,1
2552,1,0,0,2023-06-28 01:40:44,@matchxxgilz,Pengen ke prj dah tp psti smpe sana bingung jg sieeeee,1673763307717787650,https://twitter.com/@matchxxgilz/status/1673763307717787650,pengin ke prj deh tapi pasti sampai sana bingung juga sih,1
2553,0,0,0,2023-06-28 01:04:16,@mynamepriti,Keliling prj cari diskonan skin care kayak di tiktok malah zonk kwkwkwk,1673754133722202112,https://twitter.com/@mynamepriti/status/1673754133722202112,keliling prj cari diskon skin care seperti di tiktok bahkan bodoh kwkwkwk,1
2554,0,0,0,2023-06-28 01:01:05,@makamaaandara,DEMI APAPUN pgn bgt ke prj anjrit cuma macet parsss jalan kesana nya ,1673753331741896711,https://twitter.com/@makamaaandara/status/1673753331741896711,demi apa pengin banget ke prj anjing cuma macet pars jalan kesana nya,1
2555,0,1,0,2023-06-28 00:51:51,@ccanndt,"ingfo event tgl 7 di prj, itu yang dtg siapa yaaa?? niat hati maw ketemu cici sbnr nya, tp takut ntar tiba"" gen 11, soalna ada summer tour tgl 9",1673751005819994112,https://twitter.com/@ccanndt/status/1673751005819994112,ingfo event tanggal di prj itu yang datang siapa iya niat hati mau ketemu cici sbnr nya tapi takut entar tiba gen soalna ada summer tour tanggal,1
2556,0,1,0,2023-06-28 00:49:41,@jenny_juwita,gue bisa pergi haji gak ya? dateng ke PRJ aja gak mau karna rame orang:( pulang konser juga muntah-muntah karna banyak orang. aaaak,1673750459650306050,https://twitter.com/@jenny_juwita/status/1673750459650306050,aku bisa pergi haji enggak iya datang ke prj saja enggak mau karena ramai orang pulang konser juga muntah muntah karena banyak orang aku,1
2557,0,0,0,2023-06-28 00:48:40,@yasmin_yellow,Wl anak klinik aya aya wae dah Pen ke prj terosan maem duren Semoga kuat ae dah kaki sama perutnya yak gaes,1673750205337055232,https://twitter.com/@yasmin_yellow/status/1673750205337055232,wl anak klinik aya aya wae deh pengin ke prj ros makan durian moga kuat saja deh kaki sama perut ya guys,1
2558,0,2,0,2023-06-28 00:15:37,@puuchan07,Guys ada yang buka jastip the body shop/tbs di PRJ gak ya???  #zonajajan #zonauang #zonaBU #zonaba,1673741889491861505,https://twitter.com/@puuchan07/status/1673741889491861505,teman ada yang buka jastip the body shop tbs di prj enggak iya,0
2559,0,1,0,2023-06-28 00:07:19,@chachuiii,jadi mengurungkan niat mau ke prj karena rame bangetttttttt,1673739800980103168,https://twitter.com/@chachuiii/status/1673739800980103168,jadi urung niat mau ke prj karena ramai banget,0
2560,0,1,0,2023-06-28 00:06:12,@peanutbubs,tumben bgt keluarga aku gaada rencana ke prj???? pdhl udah rutinitas selalu ke prj deh,1673739519785582594,https://twitter.com/@peanutbubs/status/1673739519785582594,tumben banget keluarga saya enggak ada rencana ke prj padahal sudah rutinitas selalu ke prj deh,1
2561,1,1,0,2023-06-28 00:05:37,@gataulupalagi,barusan muncul di fyp es serut yang di prj ngapa kaya enak banget ya asu jadi bm es serut,1673739371105898497,https://twitter.com/@gataulupalagi/status/1673739371105898497,barusan muncul di fyp es serut yang di prj ngapa kayak enak banget iya asu jadi bm es serut,1
2562,0,1,0,2023-06-28 00:00:23,@CARROTCAIKE,mas mas bca di prj tadi cakep cakep anjirrrr,1673738054450950144,https://twitter.com/@CARROTCAIKE/status/1673738054450950144,mas mas baca di prj tadi cakep cakep,1
2563,0,0,0,2023-06-27 23:50:28,@BBUUNNAA,"Cape banget ke PRJ, ga sadar jajan abis sejuta begitu begitu doang..   Mending nonton The Childe aja ",1673735561256009729,https://twitter.com/@BBUUNNAA/status/1673735561256009729,capek banget ke prj enggak sadar jajan habis juta begitu begitu doang lebih baik tonton the childe saja,1
2564,0,0,0,2023-06-27 23:45:52,@R_chikambing,Btw anjrit banget ya di busway bareng sama orang2 pulang dari PRJ gembolan ciki2nya gede2 banget ngeborong,1673734401056972800,https://twitter.com/@R_chikambing/status/1673734401056972800,ngomong-ngomong anjing banget iya di busway bareng sama orang pulang dari prj gembol cik nya gede banget ngeborong,1
2565,0,0,0,2023-06-27 23:40:54,@Ssitiharyati,Ke prj numpang upload storie doang,1673733151590580224,https://twitter.com/@Ssitiharyati/status/1673733151590580224,ke prj numpang upload storie doang,1
2566,0,0,1,2023-06-27 23:40:36,@buzleyer,"semoga besok ga lembur lagi , pengen ke prj",1673733076999094272,https://twitter.com/@buzleyer/status/1673733076999094272,moga besok enggak lembur lagi pengin ke prj,1
2567,0,1,0,2023-06-27 23:32:33,@shanbinenthu,guys yg besok ke prj mau jastip dong ,1673731049166376961,https://twitter.com/@shanbinenthu/status/1673731049166376961,teman yang besok ke prj mau jastip dong,1
2568,0,0,0,2023-06-27 23:30:14,@desiaprynt,"tadi gue di prj liat bapakk bapakk makan sosis kanzler, mukanya kaya mencerminkan “iki panganan opo to kiii” tp mungkin karna udh kelaperan bangedd dan dimana mana antree jd telan sajalah sudah ni sosis gocujang",1673730468829880322,https://twitter.com/@desiaprynt/status/1673730468829880322,tadi aku di prj lihat bapakk bapakk makan sosis kanzler muka kayak cermin iki pangan apa tapi ki tapi mungkin karena sudah kelaperan banget dan mana mana antree jadi telan saja sudah ini sosis gocujang,1
2569,0,0,0,2023-06-27 23:10:44,@heyhellosya,"bukannya apa2 ngeliat ramenya prj aja gue dah capekk bgtt, tp katanya sisbro time yg kudu bgt ikut yampun",1673725558746918914,https://twitter.com/@heyhellosya/status/1673725558746918914,bukan apa lihat ramenya prj saja aku deh capekk banget tapi kata sisbro time yang harus banget ikut yampun,0
2570,0,0,0,2023-06-27 23:09:21,@kypslnav,apalagi ke PRJ anjir,1673725210900697088,https://twitter.com/@kypslnav/status/1673725210900697088,apalagi ke prj,0
2571,0,1,0,2023-06-27 23:08:34,@kypslnav,siapa yg ngajakin ke PRJ modal 700k buat 9 orang????,1673725016549232642,https://twitter.com/@kypslnav/status/1673725016549232642,siapa yang ngajakin ke prj modal buat orang,1
2572,0,1,0,2023-06-27 23:07:55,@shny_shny,gw terakhir ke prj adalah saat masa musically dan gw disana beli tas yg lucu tp skrg gatau dimana :((,1673724851415306246,https://twitter.com/@shny_shny/status/1673724851415306246,gue akhir ke prj adalah saat masa musically dan gue sana beli tas yang lucu tapi sekarang enggak tau mana,1
2573,0,0,0,2023-06-27 23:03:46,·,Gua perasaan dua kali ke prj ketemunya anak matahari mm mulu dah heran,1673723807935369219,https://twitter.com/·/status/1673723807935369219,aku asa dua kali ke prj ketemu anak matahari mm terus deh heran,1
2574,0,1,0,2023-06-27 23:02:01,·,Seumur umur belum pernah ke PRJ hahaha Ada yg sama ?,1673723366984003588,https://twitter.com/·/status/1673723366984003588,umur umur belum pernah ke prj hahaha ada yang sama,1
2575,0,1,1,2023-06-27 22:57:46,@eonjaena_,helo ges ada yang nyari tiket ke prj tanggal 29 juni ga? mau jual hehehe,1673722296685703169,https://twitter.com/@eonjaena_/status/1673722296685703169,halo guys ada yang cari tiket ke prj tanggal juni enggak mau jual hehehe,1
2576,0,2,0,2023-06-27 22:47:54,@pcarjuyeon,aku mau ke prj sama jogi,1673719814932824064,https://twitter.com/@pcarjuyeon/status/1673719814932824064,saya mau ke prj sama jogi,1
2577,0,0,0,2023-06-27 22:46:42,@notbeauty2,"prj lagi prj lagi, kontol!",1673719510736707587,https://twitter.com/@notbeauty2/status/1673719510736707587,prj lagi prj lagi kontol,1
2578,0,0,0,2023-06-27 22:44:31,@cofiers,"ingfokan tutor win sejuta lebih, mau buat borong jajanan di prj ",1673718962927079430,https://twitter.com/@cofiers/status/1673718962927079430,ingfokan tutor win juta lebih mau buat borong jajan di prj,1
2579,0,1,0,2023-06-27 22:38:58,@shny_shny,bsk gjd ke prj jd nya nyariin kado buat bos mak gw:D,1673717564328005632,https://twitter.com/@shny_shny/status/1673717564328005632,besok gjd ke prj jadi nya cari kado buat bos ibu gue,1
2580,0,0,0,2023-06-27 22:33:39,@karnadding,tadi di halte ngeliat antrian ke arah PRJ rame bgtt jadi males ke sana dah   kek energinya dah habiss wkwkwk,1673716229419438082,https://twitter.com/@karnadding/status/1673716229419438082,tadi di halte lihat antri ke arah prj ramai banget jadi malas ke sana deh kayak energi deh habi wkwkwk,0
2581,0,0,0,2023-06-27 22:32:40,@eddie_sahputra,Masih di PRJ...,1673715981406064645,https://twitter.com/@eddie_sahputra/status/1673715981406064645,masih di prj,0
2582,0,1,1,2023-06-27 22:30:26,@ganeeeng,asik besok ke prj!!!,1673715416533987328,https://twitter.com/@ganeeeng/status/1673715416533987328,asik besok ke prj,1
2583,0,0,0,2023-06-27 22:29:15,@kdazuha,apalah kora kora prj biasa aja. but at least dapet lipgloss 10k sama foundation 25k??,1673715121661829121,https://twitter.com/@kdazuha/status/1673715121661829121,apa kora kora prj biasa saja but at least dapat lipglo sama foundation,0
2584,0,0,0,2023-06-27 22:27:16,·,"feeder prj (2C) kata orang2 headwaynya lama tp kok pas gw berangkat sama pulang selalu ngepas bisnya dateng ya, ajaib",1673714622862626825,https://twitter.com/·/status/1673714622862626825,feeder prj kata orang headwaynya lama tapi kok pas gue berangkat sama pulang selalu ngepas bis datang iya ajaib,1
2585,0,0,0,2023-06-27 22:27:07,@sumikkuo,"gx lagi ku ke prj, es kopi susu piralnya yg capino apaan gatau, rasanya kek jagung bgst",1673714585503956993,https://twitter.com/@sumikkuo/status/1673714585503956993,enggak lagi ku ke prj es kopi susu piralnya yang capino apa enggak tau rasa kayak jagung bangsat,1
2586,1,1,0,2023-06-27 22:16:08,·,"inget 6 tahun yg lalu, sebelum bapak gaada beliau nyuruh aku ke jkt buat liat PRJ sampe udah dititipin bulikku. bulik jg dipesenin ‘jangan sia2in inez ya’. tp ga dikasih izin sm ibu buat ke jkt karena emg kondisi bapak udah drop bgt.",1673711820950081537,https://twitter.com/·/status/1673711820950081537,ingat tahun yang lalu belum bapak enggak ada beliau nyuruh saya ke jakarta buat lihat prj sampai sudah dititipin bulikku bulik juga senin jangan sia ini inez iya tapi enggak kasih izin sama ibu buat ke jakarta karena memang kondisi bapak sudah drop banget,1
2587,0,0,0,2023-06-27 22:04:36,@DA5yndicate,Ini orang Bogor hari Senin pada mau ke PRJ semua kah???,1673708917136965634,https://twitter.com/@DA5yndicate/status/1673708917136965634,ini orang bogor hari senin pada mau ke prj semua kah,1
2588,0,0,0,2023-06-27 22:02:52,@kkokkiri1,"Kalo melihat dinamika keramaian PRJ bbrp hari terakhir, affkh kiranya gw akan kuat mengarungi lautan manusia di malam senin ini hanya utk berkaraoke lagu2 SVT? Jiwa introvertku agak ketriggered pas kmrn kena macet pulang gara2 PRJ dan foto2 di twitter .",1673708481034223617,https://twitter.com/@kkokkiri1/status/1673708481034223617,jika lihat dinamika ramai prj beberapa hari akhir affkh kira gue akan kuat arung laut manusia di malam senin ini hanya untuk karaoke lagu svt jiwa introvertku agak ketriggered pas kemarin kena macet pulang gara prj dan foto di twitter,0
2589,0,0,0,2023-06-27 22:02:20,@averniaa,kirain prj itu seindonesia pada tau dh tp udah ada 2 temen sy anak kalimantan gatau itu apa,1673708348276117504,https://twitter.com/@averniaa/status/1673708348276117504,ira prj itu indonesia pada tahu deh tapi sudah ada teman saya anak kalimantan enggak tau itu apa,1
2590,0,0,0,2023-06-27 22:01:51,@zhongglii,td aku abis dari prj >< borong chikiii baanyaaakk,1673708223436824576,https://twitter.com/@zhongglii/status/1673708223436824576,tadi saya habis dari prj borong chiki baanyakk,1
2591,0,0,0,2023-06-27 22:00:16,@jeeeyiyuu,SMG PRJ BESOK SEPI,1673707828291444737,https://twitter.com/@jeeeyiyuu/status/1673707828291444737,moga prj besok sepi,1
2592,0,0,0,2023-06-27 21:59:18,@PurnamaRatih,"ke prj salah pilih tanggal. rame nya ga ngotak. nyari parkir 2 jam, antri masuk 1 jam. di dalem sebentar doang karna ga tahan banyak bgt org. niatnya mau belanja malah sengsara. kapok",1673707584795332608,https://twitter.com/@PurnamaRatih/status/1673707584795332608,ke prj salah pilih tanggal ramai nya enggak ngotak cari parkir jam antri masuk jam di dalem sebentar doang karena enggak tahan banyak banget orang niat mau belanja bahkan sengsara kapok,1
2593,0,2,0,2023-06-27 21:55:13,@jaemgoo,ke prj hari ini cuma dapet capeknya doang dah wkwk ,1673706557689958402,https://twitter.com/@jaemgoo/status/1673706557689958402,ke prj hari ini cuma dapat capek doang deh wkwk,1
2594,0,1,0,2023-06-27 21:55:13,@kkuroonyan,"bokap gue nanya ga jalan-jalan di kost mulu, di jakarta ada prj tuh sana jalan-jalan, YA KALO ADA UANGNYA AYO DAH",1673706554548453376,https://twitter.com/@kkuroonyan/status/1673706554548453376,ayah aku tanya enggak jalan jalan di kost terus di jakarta ada prj itu sana jalan jalan iya jika ada uang ayo deh,1
2595,0,1,0,2023-06-27 21:51:40,@___abditory,"Last day PRJ ada VOB, pengen nonton tapi ngajak siapa ya w males sendirian ",1673705661824393217,https://twitter.com/@___abditory/status/1673705661824393217,last hari prj ada vob pengin tonton tapi ajak siapa iya malas sendiri,1
2596,0,0,0,2023-06-27 21:49:37,@thalithacerez,"Gw mau cerita dr kmren tp lupa Jd kmren gw ngobrol sm beum regi gini Bm rgi=""thalitha km jd bernang kmrn sbtu? Gw=""nggak beum sy diajak ke PRJ sm mm sy"" Bm rgi=""Ke PRJ apa ke FX?"" gw=""ke PRJ beum asli"" Bm rgi=""kmren sy abis ke FX loh"" ",1673705145698500609,https://twitter.com/@thalithacerez/status/1673705145698500609,gue mau cerita dari kemarin tapi lupa jadi kemarin gue obrol sama beum regi begini bm rgi thalitha kamu jadi nang kemarin sbtu gue enggak beum saya ajak ke prj sama mm saya bm rgi ke prj apa ke gue ke prj beum asli bm rgi kemarin saya habis ke loh,1
2597,0,0,0,2023-06-27 21:45:06,@dhinotdith,kamu semua pernah ke prj ya,1673704007695740929,https://twitter.com/@dhinotdith/status/1673704007695740929,kamu semua pernah ke prj iya,1
2598,0,0,0,2023-06-27 21:33:26,@Ldilfsm,tiramisusu kalo weekday di prj ada gak ya?,1673701072194666497,https://twitter.com/@Ldilfsm/status/1673701072194666497,tiramisusu jika weekday di prj ada enggak iya,1
2599,0,1,0,2023-06-27 21:33:23,@winterbeartalk,Minggu depan full jekasri week. 2 Summerfest 5 Nivea 7 PRJ 9 Bandung,1673701061675343872,https://twitter.com/@winterbeartalk/status/1673701061675343872,minggu depan full jekasri wig summerfest nivea prj bandung,0
2600,0,1,0,2023-06-27 21:32:24,@22millioncarat,Adele ayo konser ke prj ,1673700811606720512,https://twitter.com/@22millioncarat/status/1673700811606720512,adele ayo konser ke prj,0
2601,0,0,0,2023-06-27 21:30:41,@teupluviophilee,"Ketika 2 introvert bercakap: ""Aku belum pernah ke PRJ"" ""Hayuk sama aku yuk!"" ""Yakin beneran mau kesana?"" ""Rame banget ya........"" ""........"" Kemudian PRJ kelar",1673700380499390471,https://twitter.com/@teupluviophilee/status/1673700380499390471,ketika introvebercakap saya belum pernah ke prj hayuk sama saya yuk yakin benar mau kesana ramai banget iya kemudian prj kelar,1
2602,0,0,0,2023-06-27 21:26:49,@dearestshn,serem bgt ngeliat prj buset rame betul,1673699410285576194,https://twitter.com/@dearestshn/status/1673699410285576194,seram banget lihat prj buset ramai betul,0
2603,0,0,0,2023-06-27 21:24:44,@a49fi7,Ke prj hape ilang,1673698885049663488,https://twitter.com/@a49fi7/status/1673698885049663488,ke prj hape hilang,1
2604,13,0,2,2023-06-27 21:23:43,@chacha_stp,"Isi fyp ku lyodra perform di jakarta fair, bangga bgt aku ",1673698628580544514,https://twitter.com/@chacha_stp/status/1673698628580544514,isi fyp ku lyodra perform di jakarta fair bangga banget saya,0
2605,0,0,1,2023-06-27 21:21:32,@gwamadu,"gw kepikiran anak cowo yg gw ketemu di prj, gw pengen beliin dia ciki prj",1673698079298695172,https://twitter.com/@gwamadu/status/1673698079298695172,gue pikir anak cowok yang gue ketemu di prj gue pengin beli dia cik prj,1
2606,0,0,0,2023-06-27 21:20:06,@emanginiakunnya,sedang di tengah keramaian dan di malam cots gak tayang pun masih dihantui dengan randomly salah satu booth di prj ngeplay die for you  kalo langsung keinget state hubungan tzvisio di tengah keramaian gini aku harus apa...,1673697718974423040,https://twitter.com/@emanginiakunnya/status/1673697718974423040,sedang di tengah ramai dan di malam cots enggak tayang pun masih hantu dengan randomly salah satu booth di prj ngeplay die untuk you jika langsung ingat state hubung tzvisio di tengah ramai begini saya harus apa,0
2607,0,0,0,2023-06-27 21:19:42,@SherlyOhno,Janjian ke prj disuruh jalan dari rmh jam 8.30 pagi krn temen2ku pada takut udah padat disana.. Buset ini disuruh bantu2 buka lapak atau gimana ,1673697616872497153,https://twitter.com/@SherlyOhno/status/1673697616872497153,janji ke prj suruh jalan dari rumah jam pagi karena teman ku pada takut sudah padat sana buset ini suruh bantu buka lapak atau bagaimana,1
2608,0,1,0,2023-06-27 21:16:17,@hyuucck,sabtu aku ke prj siapa mau ketemu,1673696757233115136,https://twitter.com/@hyuucck/status/1673696757233115136,sabtu saya ke prj siapa mau ketemu,1
2609,0,0,0,2023-06-27 21:14:09,@visikhoi,prj capek bgt ga kebayang soschic yaAllah ,1673696221880537089,https://twitter.com/@visikhoi/status/1673696221880537089,prj cape banget enggak bayang soschic ya allah,0
2610,0,0,1,2023-06-27 21:13:30,@gwamadu,"Waktu itu pas gw pulang dari prj, sebelum gw ke pintu keluar gw ketemu anak kecil laki laki. Dia jualan minuman dan kehujanan sampe badan dia basah semua, tapi karena tahun lalu gw gabisa ke prj dua kali, gw pengen tahun ini kesana trs beliin ciki prj",1673696059124768769,https://twitter.com/@gwamadu/status/1673696059124768769,waktu itu pas gue pulang dari prj belum gue ke pintu keluar gue ketemu anak kecil laki laki dia jual minum dan hujan sampai badan dia basah semua tapi karena tahun lalu gue enggak bisa ke prj dua kali gue pengin tahun ini kesana terus beli cik prj,1
2611,0,0,0,2023-06-27 21:12:10,@indomark_,mau ke prj ih hapernah ke prj,1673695721898528775,https://twitter.com/@indomark_/status/1673695721898528775,mau ke prj ih hapernah ke prj,1
2612,0,0,0,2023-06-27 21:07:39,@dwirinnn,"Liat archive story ig ternyata hari ini 4 tahun yang lalu gue ke prj (2019) dan itu pertama kali dalam hidup gue pergi ke sana. Memang ramai, tapi engga se—ramai tahun ini, bahkan nonton konser pun engga bayar. Inget banget itu nyampe rumah jam set 2 pagi. ",1673694585724493826,https://twitter.com/@dwirinnn/status/1673694585724493826,lihat archive story ig nyata hari ini tahun yang lalu aku ke prj dan itu pertama kali dalam hidup aku pergi ke sana memang ramai tapi enggak se ramai tahun ini bahkan tonton konser pun enggak bayar ingat banget itu sampai rumah jam set pagi,1
2613,0,0,0,2023-06-27 21:07:20,@maudynv,Ini prj gua liat2 jarang ada tempat sampah???,1673694503952351233,https://twitter.com/@maudynv/status/1673694503952351233,ini prj aku lihat jarang ada tempat sampah,0
2614,0,0,0,2023-06-27 20:57:10,@iamloyaltoTHEM,Jeongin tiap post foto di ig tu boyfriend bgt seakan mudah diajak ke PRJ bareng,1673691947394015232,https://twitter.com/@iamloyaltoTHEM/status/1673691947394015232,jeongin tiap post foto di ig itu boyfriend banget akan mudah ajak ke prj bareng,1
2615,0,0,0,2023-06-27 20:55:54,@cewehaechi,Di prj gua mau mamam toge goreng,1673691628228481029,https://twitter.com/@cewehaechi/status/1673691628228481029,di prj aku mau mamam toge goreng,1
2616,0,7,0,2023-06-27 20:54:08,@melonoren,Info jastip prj,1673691181958725632,https://twitter.com/@melonoren/status/1673691181958725632,informasi jastip prj,0
2617,0,1,0,2023-06-27 20:53:01,@04beesbrown,"PRJ penuhnya meresahkan, gak jadi deh ",1673690904299966464,https://twitter.com/@04beesbrown/status/1673690904299966464,prj penuh resah enggak jadi deh,0
2618,0,1,0,2023-06-27 20:51:41,@dannnddiii,jujurli pengen ke prj,1673690566083895296,https://twitter.com/@dannnddiii/status/1673690566083895296,jujurli pengin ke prj,1
2619,0,0,0,2023-06-27 20:48:48,@kopajaavatar,Pilihan lagu di band random stand Djarum PRJ oke juga,1673689842172174337,https://twitter.com/@kopajaavatar/status/1673689842172174337,pilih lagu di band random stand djarum prj oke juga,0
2620,0,0,0,2023-06-27 20:47:28,@altruo,pgn ke prj tapi duit gue sisa sejuta doang mana blm bayar paylater. TRS DUIT TABUNGAN GUE ABISSS BRRTI,1673689507139579909,https://twitter.com/@altruo/status/1673689507139579909,pengin ke prj tapi duit aku sisa juta doang mana belum bayar paylater terus duit tabung aku habis arti,1
2621,0,0,0,2023-06-27 20:47:11,@Bby_Payca,Ada yg mau tiket slank PRJ hari ini?  Gajadi masuk konser udah cape. Bayar 20k aja blm termasuk masuk prj ya,1673689436541038593,https://twitter.com/@Bby_Payca/status/1673689436541038593,ada yang mau tiket slank prj hari ini tidak jadi masuk konser sudah capek bayar saja belum masuk masuk prj iya,1
2622,0,0,0,2023-06-27 20:44:13,@nurulzzt_,Stasiun rajawali rame bgt org pd pulang dr prj... gmn bsk ini takbiran,1673688689896198149,https://twitter.com/@nurulzzt_/status/1673688689896198149,stasiun rajawali ramai banget orang pada pulang dari prj bagaimana besok ini takbir,0
2623,0,2,0,2023-06-27 20:41:34,@zaneanf,jujur gue kangen PRJ,1673688020728545280,https://twitter.com/@zaneanf/status/1673688020728545280,jujur aku kangen prj,1
2624,0,0,0,2023-06-27 20:32:27,@veirsacce,ㅤ  ㅤ Pingin beli ciki yang di PRJ tapi gak mau makannya.  ㅤ  ㅤ,1673685727677394956,https://twitter.com/@veirsacce/status/1673685727677394956,pengin beli cik yang di prj tapi enggak mau makan,0
2625,0,0,0,2023-06-27 20:30:04,@syukiedam,semwa orang kemaren ternyata ke prj kec ak dan mamal,1673685127363428352,https://twitter.com/@syukiedam/status/1673685127363428352,semwa orang kemarin nyata ke prj camat aku dan mamal,0
2626,23,3,4,2023-06-27 20:29:48,@dustheria,"taekook kalo ngedate ke prj pasti jk minta mampir ke booth kapal api mau ikutan challenge teriak biar dapet kopi gratis, tapi hasilnya gagal terus jk sedih bibirnya pouting, respon tae langsung kayak “ck mau yang rasa apa? gak usah challenge, biar aku yang beliin”",1673685061890367493,https://twitter.com/@dustheria/status/1673685061890367493,taekook jika ngedate ke prj pasti jika minta mampir ke booth kapal api mau ikut challenge teriak supaya dapat kopi gratis tapi hasil gagal terus jika sedih bibir pouting respon tae langsung seperti ck mau yang rasa apa enggak perlu challenge supaya saya yang beli,1
2627,0,0,0,2023-06-27 20:27:04,·,ni klo w punya cowo gua minta temenin sih ke prj. gada temen yg bisa ,1673684371189137408,https://twitter.com/·/status/1673684371189137408,ini kalo punya cowok aku minta temenin sih ke prj enggak ada teman yang bisa,1
2628,0,0,0,2023-06-27 20:26:31,@hanhankiyowo,"Liat komen org2 ttg PRJ desek2 n penuh bersyukur bgt kmrn2 ga sepenuh itu bahkan mayanlah masi bisa enjoy kesana kesini walaupun bbrp kali batal belanja, karena SEANTRI ITU. ",1673684234102525952,https://twitter.com/@hanhankiyowo/status/1673684234102525952,lihat komen orang tentang prj desek penuh syukur banget kemarin enggak sepenuh itu bahkan mayanlah masih bisa enjoy kesana kesini walaupun beberapa kali batal belanja karena antri itu,1
2629,0,0,0,2023-06-27 20:22:08,@rianjanny,"Tiktok pleasee jangan update update prj dulu. Berkat tiktok prj fyp mulu. Gw mau ke prj ini, gantian woyy. Takut bgt liat antriannya ",1673683130002329603,https://twitter.com/@rianjanny/status/1673683130002329603,tiktok pleasee jangan update update prj dulu berkat tiktok prj fyp terus gue mau ke prj ini ganti woyy takut banget lihat antri,1
2630,0,0,0,2023-06-27 20:21:46,@061123jpg,"pengen open jastip makeup skincare juga yang ada di prj kira"" pada minat ngga ya??",1673683037643759619,https://twitter.com/@061123jpg/status/1673683037643759619,pengin open jastip makeup skincare juga yang ada di prj kira pada minat enggak iya,1
2631,0,2,0,2023-06-27 20:21:31,@otloveyou,"cari partner buat konseran di prj, bills tenang aja",1673682975576436736,https://twitter.com/@otloveyou/status/1673682975576436736,cari partner buat konser di prj bills tenang saja,0
2632,0,0,0,2023-06-27 20:19:21,@immotningning,"besok mau ke prj semoga kaga macettt, w bete bgt kl macet",1673682428978941952,https://twitter.com/@immotningning/status/1673682428978941952,besok mau ke prj moga kagak macet bosan banget kalau macet,0
2633,0,0,0,2023-06-27 20:16:01,@celinesites,ngikut PRJ channelnya gak jauh jauh dr brand ntu njay ,1673681590570868739,https://twitter.com/@celinesites/status/1673681590570868739,ikut prj channelnya enggak jauh jauh dari brand ntu anjay,1
2634,0,1,0,2023-06-27 20:13:45,@nasyiradinda,w kalo minta ke prj di gebuk adam g y,1673681020066082816,https://twitter.com/@nasyiradinda/status/1673681020066082816,jika minta ke prj di gebuk adam,1
